aglomerado,provincia_completa,gen,edad,e_civil,ht_ocup,nivel_ed,cond_act,cond_parent,alfabet,cat_ocup,percap_fam,tama_aglomerado,nivel_pobreza,cond_pobre
33,buenos_aires,1,26,5,40.0,4,1,3,1,1,38750.0,S,9.555750095557501,0
33,buenos_aires,2,59,3,40.0,1,1,1,2,2,600.0,S,0.1479600014796,1
33,buenos_aires,2,38,1,28.0,4,1,1,1,2,3333.33,S,0.8219991862199918,1
33,buenos_aires,2,33,1,28.0,4,1,2,1,2,3333.33,S,0.8219991862199918,1
33,buenos_aires,2,-1,5,,7,4,3,3,0,3333.33,S,0.8219991862199918,1
33,buenos_aires,1,43,1,60.0,4,1,1,1,1,3000.0,S,0.739800007398,1
33,buenos_aires,2,30,1,6.0,4,1,2,1,3,3000.0,S,0.739800007398,1
33,buenos_aires,1,7,5,,1,4,3,1,0,3000.0,S,0.739800007398,1
33,buenos_aires,1,43,2,40.0,2,1,1,1,2,2920.0,S,0.7200720072007201,1
33,buenos_aires,2,45,2,15.0,2,1,2,1,2,2920.0,S,0.7200720072007201,1
33,buenos_aires,1,18,5,20.0,5,1,3,1,3,2920.0,S,0.7200720072007201,1
33,buenos_aires,1,65,2,24.0,4,1,1,1,2,6900.0,S,1.7015400170154,0
33,buenos_aires,2,63,2,,2,3,2,1,0,6900.0,S,1.7015400170154,0
33,buenos_aires,1,46,2,40.0,4,1,1,1,3,8000.0,S,1.9728000197280002,0
33,buenos_aires,2,44,2,15.0,3,1,2,1,3,8000.0,S,1.9728000197280002,0
33,buenos_aires,1,51,2,20.0,6,1,1,1,3,8333.33,S,2.054999198549992,0
33,buenos_aires,2,48,2,,4,3,2,1,0,8333.33,S,2.054999198549992,0
33,buenos_aires,2,12,5,,1,3,3,1,0,8333.33,S,2.054999198549992,0
33,buenos_aires,1,42,2,45.0,3,1,1,1,2,6600.0,S,1.6275600162756,0
33,buenos_aires,2,37,2,45.0,5,1,2,1,3,6600.0,S,1.6275600162756,0
33,buenos_aires,1,13,5,,3,3,3,1,0,6600.0,S,1.6275600162756,0
33,buenos_aires,1,10,5,,1,3,3,1,0,6600.0,S,1.6275600162756,0
33,buenos_aires,2,5,5,,7,4,3,2,0,6600.0,S,1.6275600162756,0
33,buenos_aires,2,58,3,,1,2,1,1,3,3000.0,S,0.739800007398,1
33,buenos_aires,2,42,5,20.0,4,1,1,1,3,3750.0,S,0.9247500092475001,1
33,buenos_aires,1,18,5,,5,2,3,1,0,3750.0,S,0.9247500092475001,1
33,buenos_aires,1,40,2,45.0,2,1,1,1,3,3528.57,S,0.8701453707014537,1
33,buenos_aires,2,42,2,,2,3,2,1,0,3528.57,S,0.8701453707014537,1
33,buenos_aires,1,36,1,35.0,5,1,1,1,2,12500.0,S,3.0825000308250003,0
33,buenos_aires,2,56,1,30.0,6,1,2,1,3,12500.0,S,3.0825000308250003,0
33,buenos_aires,1,25,1,16.0,6,1,1,1,2,2500.0,S,0.616500006165,1
33,buenos_aires,2,24,1,48.0,6,1,2,1,2,2500.0,S,0.616500006165,1
33,buenos_aires,1,41,2,0.0,4,1,1,1,3,5750.0,S,1.4179500141795,0
33,buenos_aires,2,47,1,54.0,4,1,1,1,3,2540.0,S,0.6263640062636401,1
33,buenos_aires,2,49,1,56.0,4,1,2,1,2,2540.0,S,0.6263640062636401,1
33,buenos_aires,2,30,5,40.0,5,1,3,1,3,2540.0,S,0.6263640062636401,1
33,buenos_aires,1,14,5,16.0,3,1,3,1,4,2540.0,S,0.6263640062636401,1
33,buenos_aires,1,4,5,,7,4,3,2,0,2540.0,S,0.6263640062636401,1
33,buenos_aires,1,40,2,72.0,3,1,1,1,3,8333.33,S,2.054999198549992,0
33,buenos_aires,2,36,2,30.0,4,1,2,1,3,8333.33,S,2.054999198549992,0
33,buenos_aires,1,12,5,,3,3,3,1,0,8333.33,S,2.054999198549992,0
33,buenos_aires,2,17,5,,3,3,3,1,0,2920.0,S,0.7200720072007201,1
33,buenos_aires,2,8,5,,1,4,3,1,0,2920.0,S,0.7200720072007201,1
33,buenos_aires,2,84,4,,2,3,1,1,0,11900.0,S,2.9345400293454,0
33,buenos_aires,1,40,2,,3,2,1,1,1,5000.0,S,1.23300001233,0
33,buenos_aires,2,41,2,48.0,5,1,2,1,3,5000.0,S,1.23300001233,0
33,buenos_aires,1,3,5,,7,4,3,2,0,5000.0,S,1.23300001233,0
33,buenos_aires,1,50,1,40.0,5,1,1,1,3,4000.0,S,0.9864000098640001,1
33,buenos_aires,2,45,1,,6,3,2,1,0,4000.0,S,0.9864000098640001,1
33,buenos_aires,2,18,5,,5,3,3,1,0,4000.0,S,0.9864000098640001,1
33,buenos_aires,2,7,5,,1,4,3,1,0,4000.0,S,0.9864000098640001,1
33,buenos_aires,1,43,2,40.0,3,1,1,1,3,3200.0,S,0.7891200078912001,1
33,buenos_aires,2,42,2,20.0,4,1,2,1,3,3200.0,S,0.7891200078912001,1
33,buenos_aires,1,15,5,,3,3,3,1,0,3200.0,S,0.7891200078912001,1
33,buenos_aires,1,13,5,,1,3,3,1,0,3200.0,S,0.7891200078912001,1
33,buenos_aires,1,11,5,,1,3,3,1,0,3200.0,S,0.7891200078912001,1
33,buenos_aires,1,51,3,48.0,3,1,1,1,3,28000.0,S,6.904800069048001,0
33,buenos_aires,1,34,2,60.0,3,1,1,1,3,9550.0,S,2.3550300235503,0
33,buenos_aires,2,40,2,40.0,4,1,2,1,3,9550.0,S,2.3550300235503,0
33,buenos_aires,2,16,5,,3,3,3,1,0,3528.57,S,0.8701453707014537,1
33,buenos_aires,2,12,5,,3,3,3,1,0,3528.57,S,0.8701453707014537,1
33,buenos_aires,2,20,1,,3,3,3,1,0,3528.57,S,0.8701453707014537,1
33,buenos_aires,1,-1,5,,7,4,5,3,0,3528.57,S,0.8701453707014537,1
33,buenos_aires,1,19,1,48.0,3,1,4,1,3,3528.57,S,0.8701453707014537,1
33,buenos_aires,2,30,1,10.0,3,1,1,1,3,2040.0,S,0.5030640050306401,1
33,buenos_aires,1,38,1,32.0,3,1,2,1,2,2040.0,S,0.5030640050306401,1
33,buenos_aires,1,2,5,,7,4,3,2,0,2040.0,S,0.5030640050306401,1
33,buenos_aires,2,7,5,,1,4,3,1,0,2040.0,S,0.5030640050306401,1
33,buenos_aires,2,65,4,,1,3,1,1,0,9600.0,S,2.3673600236736,0
33,buenos_aires,1,76,4,,2,3,1,1,0,9800.0,S,2.4166800241668,0
33,buenos_aires,1,38,3,,3,3,1,1,0,6250.0,S,1.5412500154125002,0
33,buenos_aires,2,20,5,42.0,3,1,3,1,3,6250.0,S,1.5412500154125002,0
33,buenos_aires,1,53,2,40.0,6,1,1,1,1,22500.0,S,5.548500055485,0
33,buenos_aires,2,53,2,30.0,6,1,2,1,2,22500.0,S,5.548500055485,0
33,buenos_aires,1,24,5,40.0,6,1,3,1,3,22500.0,S,5.548500055485,0
33,buenos_aires,1,27,1,45.0,3,1,1,1,3,273.33,S,0.06740317867403178,1
33,buenos_aires,2,26,1,,5,3,2,1,0,273.33,S,0.06740317867403178,1
33,buenos_aires,1,8,5,,1,4,3,1,0,273.33,S,0.06740317867403178,1
33,buenos_aires,2,83,4,,1,3,1,1,0,9000.0,S,2.2194000221940002,0
33,buenos_aires,1,55,1,,4,2,1,1,2,2228.57,S,0.5495653674956537,1
33,buenos_aires,2,56,1,,2,3,2,1,0,2228.57,S,0.5495653674956537,1
33,buenos_aires,2,30,3,40.0,4,1,3,1,3,2228.57,S,0.5495653674956537,1
33,buenos_aires,2,25,3,,3,3,3,1,0,2228.57,S,0.5495653674956537,1
33,buenos_aires,2,4,5,,7,4,5,2,0,2228.57,S,0.5495653674956537,1
33,buenos_aires,1,4,5,,7,4,5,2,0,2228.57,S,0.5495653674956537,1
33,buenos_aires,1,-1,5,,7,4,5,3,0,2228.57,S,0.5495653674956537,1
33,buenos_aires,1,52,1,50.0,3,1,1,1,3,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,42,1,,1,2,2,1,3,2428.89,S,0.5989642799896427,1
33,buenos_aires,1,21,1,45.0,3,1,3,1,3,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,15,5,,3,3,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,13,5,,3,3,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,12,5,,3,3,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,1,3,5,,7,4,3,2,0,9550.0,S,2.3550300235503,0
33,buenos_aires,1,3,5,,7,4,3,2,0,9550.0,S,2.3550300235503,0
33,buenos_aires,1,25,2,0.0,4,1,1,1,3,3500.0,S,0.8631000086310001,1
33,buenos_aires,2,21,2,,4,3,2,1,0,3500.0,S,0.8631000086310001,1
33,buenos_aires,2,2,5,,7,4,3,2,0,3500.0,S,0.8631000086310001,1
33,buenos_aires,2,41,1,35.0,6,1,1,1,3,9750.0,S,2.4043500240435,0
33,buenos_aires,1,45,1,48.0,3,1,2,1,3,9750.0,S,2.4043500240435,0
33,buenos_aires,2,9,5,,1,4,3,1,0,9750.0,S,2.4043500240435,0
33,buenos_aires,1,4,5,,7,4,3,1,0,9750.0,S,2.4043500240435,0
33,buenos_aires,1,32,1,0.0,4,1,1,1,3,2375.0,S,0.58567500585675,1
33,buenos_aires,2,24,1,,5,3,3,1,0,2375.0,S,0.58567500585675,1
33,buenos_aires,1,2,5,,7,4,3,2,0,2375.0,S,0.58567500585675,1
33,buenos_aires,1,4,5,,7,4,3,2,0,2375.0,S,0.58567500585675,1
33,buenos_aires,2,5,5,,7,4,3,1,0,2040.0,S,0.5030640050306401,1
33,buenos_aires,2,29,1,,3,3,1,1,0,863.4,S,0.2129144421291444,1
33,buenos_aires,1,36,1,,3,2,2,1,3,863.4,S,0.2129144421291444,1
33,buenos_aires,1,9,5,,1,4,3,1,0,863.4,S,0.2129144421291444,1
33,buenos_aires,1,7,5,,1,4,3,1,0,863.4,S,0.2129144421291444,1
33,buenos_aires,2,3,5,,7,4,3,1,0,863.4,S,0.2129144421291444,1
33,buenos_aires,1,25,1,0.0,3,1,1,1,3,3666.67,S,0.9042008310420083,1
33,buenos_aires,2,30,1,25.0,4,1,2,1,3,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,11,5,,1,3,3,1,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,5,5,,7,4,3,2,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,4,5,,7,4,3,2,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,2,-1,5,,7,4,3,3,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,54,3,40.0,6,1,1,1,3,16000.0,S,3.9456000394560005,0
33,buenos_aires,1,65,3,,4,3,1,1,0,34500.0,S,8.507700085077001,0
33,buenos_aires,1,55,2,30.0,3,1,1,1,3,1930.0,S,0.47593800475938003,1
33,buenos_aires,2,46,2,,2,3,2,1,0,1930.0,S,0.47593800475938003,1
33,buenos_aires,2,19,5,,5,3,3,1,0,1930.0,S,0.47593800475938003,1
33,buenos_aires,2,15,5,,3,3,3,1,0,1930.0,S,0.47593800475938003,1
33,buenos_aires,1,10,5,,1,3,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,9,5,,1,4,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,2,18,1,,2,3,3,1,0,2428.89,S,0.5989642799896427,1
33,buenos_aires,1,67,1,20.0,4,1,1,1,2,21900.0,S,5.4005400540054005,0
33,buenos_aires,2,58,1,8.0,2,1,2,1,3,21900.0,S,5.4005400540054005,0
33,buenos_aires,1,61,2,40.0,4,1,1,1,3,5800.0,S,1.4302800143028,0
33,buenos_aires,2,56,2,,4,3,2,1,0,5800.0,S,1.4302800143028,0
33,buenos_aires,1,30,5,30.0,5,1,3,1,3,5800.0,S,1.4302800143028,0
33,buenos_aires,1,23,5,40.0,4,1,3,1,3,5800.0,S,1.4302800143028,0
33,buenos_aires,1,18,5,,3,3,3,1,0,5800.0,S,1.4302800143028,0
33,buenos_aires,2,83,2,,1,3,1,1,0,4550.0,S,1.1220300112203,0
33,buenos_aires,1,88,2,,2,3,2,1,0,4550.0,S,1.1220300112203,0
33,buenos_aires,2,83,3,,1,3,1,1,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,1,40,5,40.0,4,1,3,1,2,2733.33,S,0.6740391847403918,1
33,buenos_aires,2,39,5,,3,3,3,1,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,1,10,5,,1,3,5,1,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,2,2,5,,7,4,5,2,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,2,2,5,,7,4,5,2,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,1,56,1,48.0,2,1,1,1,3,1833.33,S,0.4520991825209918,1
33,buenos_aires,2,52,1,,2,3,2,1,0,1833.33,S,0.4520991825209918,1
33,buenos_aires,2,4,5,,7,4,3,2,0,1833.33,S,0.4520991825209918,1
33,buenos_aires,1,62,2,35.0,4,1,1,1,2,11733.33,S,2.893439206934392,0
33,buenos_aires,2,66,2,,4,3,2,1,0,11733.33,S,2.893439206934392,0
33,buenos_aires,2,32,5,22.0,5,1,3,1,2,11733.33,S,2.893439206934392,0
33,buenos_aires,1,30,2,,1,3,1,1,0,1437.5,S,0.354487503544875,1
33,buenos_aires,2,31,2,,2,3,2,1,0,1437.5,S,0.354487503544875,1
33,buenos_aires,2,8,5,,1,4,3,1,0,1437.5,S,0.354487503544875,1
33,buenos_aires,2,5,5,,7,4,3,2,0,1437.5,S,0.354487503544875,1
33,buenos_aires,2,31,1,49.0,5,1,1,1,3,6000.0,S,1.479600014796,0
33,buenos_aires,1,80,2,,1,3,1,1,0,5300.0,S,1.3069800130698002,0
33,buenos_aires,2,79,2,,1,3,2,1,0,5300.0,S,1.3069800130698002,0
33,buenos_aires,1,45,2,30.0,6,1,1,1,2,2500.0,S,0.616500006165,1
33,buenos_aires,2,41,2,,4,3,2,1,0,2500.0,S,0.616500006165,1
33,buenos_aires,1,16,5,,3,3,3,1,0,2500.0,S,0.616500006165,1
33,buenos_aires,2,8,5,,1,4,3,1,0,2500.0,S,0.616500006165,1
33,buenos_aires,1,51,2,40.0,2,1,1,1,3,2720.0,S,0.67075200670752,1
33,buenos_aires,2,43,2,20.0,5,1,2,1,3,2720.0,S,0.67075200670752,1
33,buenos_aires,2,10,5,,1,3,3,1,0,2720.0,S,0.67075200670752,1
33,buenos_aires,2,9,5,,1,4,3,1,0,2720.0,S,0.67075200670752,1
33,buenos_aires,2,4,5,,7,4,3,2,0,2720.0,S,0.67075200670752,1
33,buenos_aires,1,58,3,15.0,6,1,1,1,3,40000.0,S,9.86400009864,0
33,buenos_aires,1,55,2,40.0,6,1,1,1,3,12000.0,S,2.959200029592,0
33,buenos_aires,2,56,2,40.0,6,1,2,1,3,12000.0,S,2.959200029592,0
33,buenos_aires,2,-1,5,,7,4,3,3,0,2997.5,S,0.739183507391835,1
33,buenos_aires,2,46,1,56.0,1,1,1,1,2,8000.0,S,1.9728000197280002,0
33,buenos_aires,1,44,1,48.0,4,1,2,1,3,8000.0,S,1.9728000197280002,0
33,buenos_aires,1,12,5,14.0,3,1,3,1,4,8000.0,S,1.9728000197280002,0
33,buenos_aires,1,70,2,,3,3,1,1,0,6600.0,S,1.6275600162756,0
33,buenos_aires,2,70,2,,4,3,2,1,0,6600.0,S,1.6275600162756,0
33,buenos_aires,1,31,1,40.0,6,1,1,1,3,17250.0,S,4.253850042538501,0
33,buenos_aires,2,24,1,35.0,5,1,2,1,3,17250.0,S,4.253850042538501,0
33,buenos_aires,1,74,4,,1,3,1,1,0,5800.0,S,1.4302800143028,0
33,buenos_aires,2,42,3,40.0,4,1,1,1,3,1412.5,S,0.348322503483225,1
33,buenos_aires,2,18,5,,3,3,3,1,0,1412.5,S,0.348322503483225,1
33,buenos_aires,2,17,5,,3,2,3,1,3,1412.5,S,0.348322503483225,1
33,buenos_aires,1,15,5,,3,3,3,1,0,1412.5,S,0.348322503483225,1
33,buenos_aires,2,-1,5,,7,4,5,3,0,1412.5,S,0.348322503483225,1
33,buenos_aires,2,23,3,,4,2,5,1,0,1412.5,S,0.348322503483225,1
33,buenos_aires,2,3,5,,7,4,5,2,0,1412.5,S,0.348322503483225,1
33,buenos_aires,1,2,5,,7,4,5,2,0,1412.5,S,0.348322503483225,1
33,buenos_aires,1,63,1,,6,3,1,1,0,10000.0,S,2.46600002466,0
33,buenos_aires,2,47,1,,4,3,2,1,0,10000.0,S,2.46600002466,0
33,buenos_aires,1,86,2,,2,3,1,1,0,5200.0,S,1.2823200128232002,0
33,buenos_aires,2,81,2,,2,3,2,1,0,5200.0,S,1.2823200128232002,0
33,buenos_aires,2,42,1,45.0,5,1,2,1,3,6000.0,S,1.479600014796,0
33,buenos_aires,2,3,5,,7,4,3,2,0,6000.0,S,1.479600014796,0
33,buenos_aires,1,66,1,,7,3,1,1,0,3835.0,S,0.9457110094571101,1
33,buenos_aires,2,75,1,,7,3,2,1,0,3835.0,S,0.9457110094571101,1
33,buenos_aires,1,71,2,,1,3,1,1,0,4900.0,S,1.2083400120834,0
33,buenos_aires,2,66,2,,1,3,2,1,0,4900.0,S,1.2083400120834,0
33,buenos_aires,2,53,5,40.0,4,1,1,1,3,18000.0,S,4.4388000443880005,0
33,buenos_aires,2,33,5,18.0,3,1,1,1,3,2500.0,S,0.616500006165,1
33,buenos_aires,2,12,5,,1,3,3,1,0,2500.0,S,0.616500006165,1
33,buenos_aires,1,42,1,72.0,4,1,1,1,3,3625.0,S,0.8939250089392501,1
33,buenos_aires,2,35,1,,4,3,2,1,0,3625.0,S,0.8939250089392501,1
33,buenos_aires,2,13,5,,3,3,3,1,0,3625.0,S,0.8939250089392501,1
33,buenos_aires,2,11,5,,1,3,3,1,0,3625.0,S,0.8939250089392501,1
33,buenos_aires,1,77,5,,2,3,1,1,0,4800.0,S,1.1836800118368,0
33,buenos_aires,2,70,5,,2,3,2,1,0,4800.0,S,1.1836800118368,0
33,buenos_aires,2,89,4,,2,3,1,1,0,10000.0,S,2.46600002466,0
33,buenos_aires,1,80,4,,1,3,1,1,0,9800.0,S,2.4166800241668,0
33,buenos_aires,1,71,2,,4,3,1,1,0,7100.0,S,1.7508600175086002,0
33,buenos_aires,2,58,2,40.0,4,1,2,1,3,7100.0,S,1.7508600175086002,0
33,buenos_aires,2,31,1,,3,3,1,1,0,1566.67,S,0.3863408258634083,1
33,buenos_aires,1,31,1,34.0,3,1,2,1,2,1566.67,S,0.3863408258634083,1
33,buenos_aires,1,9,5,,1,4,3,1,0,1566.67,S,0.3863408258634083,1
33,buenos_aires,1,77,2,,4,3,1,1,0,14750.0,S,3.6373500363735003,0
33,buenos_aires,2,73,2,12.0,2,1,2,1,3,14750.0,S,3.6373500363735003,0
33,buenos_aires,1,63,2,36.0,1,1,1,1,3,100.0,S,0.024660000246600002,1
33,buenos_aires,2,55,2,,1,3,2,1,0,100.0,S,0.024660000246600002,1
33,buenos_aires,2,25,3,,3,3,3,1,0,100.0,S,0.024660000246600002,1
33,buenos_aires,2,7,5,,1,4,5,1,0,100.0,S,0.024660000246600002,1
33,buenos_aires,2,3,5,,7,4,5,2,0,100.0,S,0.024660000246600002,1
33,buenos_aires,1,1,5,,7,4,5,3,0,100.0,S,0.024660000246600002,1
33,buenos_aires,2,14,5,,3,3,5,1,0,100.0,S,0.024660000246600002,1
33,buenos_aires,1,66,2,,2,3,1,1,0,5700.0,S,1.4056200140562,0
33,buenos_aires,2,64,2,,1,3,2,1,0,5700.0,S,1.4056200140562,0
33,buenos_aires,2,26,5,16.0,4,1,3,1,3,5700.0,S,1.4056200140562,0
33,buenos_aires,2,68,4,,7,3,1,2,0,5200.0,S,1.2823200128232002,0
33,buenos_aires,1,29,1,45.0,5,1,1,1,3,16500.0,S,4.068900040689,0
33,buenos_aires,2,30,1,50.0,6,1,2,1,3,16500.0,S,4.068900040689,0
33,buenos_aires,2,78,4,,1,3,1,1,0,15350.0,S,3.7853100378531,0
33,buenos_aires,2,60,3,24.0,6,1,3,1,3,15350.0,S,3.7853100378531,0
33,buenos_aires,1,40,2,60.0,3,1,1,1,3,8000.0,S,1.9728000197280002,0
33,buenos_aires,2,40,2,40.0,3,1,2,1,3,8000.0,S,1.9728000197280002,0
33,buenos_aires,2,18,5,,5,3,3,1,0,8000.0,S,1.9728000197280002,0
33,buenos_aires,1,11,5,,1,3,3,1,0,8000.0,S,1.9728000197280002,0
33,buenos_aires,2,60,3,36.0,2,1,1,1,2,6800.0,S,1.6768800167688,0
33,buenos_aires,2,49,2,8.0,6,1,1,1,3,7333.33,S,1.8083991960839918,0
33,buenos_aires,1,57,2,20.0,4,1,2,1,3,7333.33,S,1.8083991960839918,0
33,buenos_aires,1,23,5,,4,2,3,1,0,7333.33,S,1.8083991960839918,0
33,buenos_aires,2,26,5,30.0,1,1,1,1,3,3166.67,S,0.7809008298090083,1
33,buenos_aires,2,52,3,10.0,1,1,6,1,3,3166.67,S,0.7809008298090083,1
33,buenos_aires,1,33,1,32.0,3,1,1,1,3,2460.0,S,0.60663600606636,1
33,buenos_aires,2,24,1,,1,3,2,1,0,2460.0,S,0.60663600606636,1
33,buenos_aires,1,6,5,,1,4,3,2,0,2460.0,S,0.60663600606636,1
33,buenos_aires,1,5,5,,7,4,3,2,0,2460.0,S,0.60663600606636,1
33,buenos_aires,2,4,5,,7,4,3,2,0,2460.0,S,0.60663600606636,1
33,buenos_aires,2,52,5,38.0,1,1,1,1,3,4266.67,S,1.0521608325216083,0
33,buenos_aires,1,15,5,,3,3,3,1,0,4266.67,S,1.0521608325216083,0
33,buenos_aires,1,25,5,,2,3,3,1,0,4266.67,S,1.0521608325216083,0
33,buenos_aires,1,29,5,51.0,3,1,1,1,3,9050.0,S,2.2317300223173,0
33,buenos_aires,2,61,4,,1,3,6,1,0,9050.0,S,2.2317300223173,0
33,buenos_aires,2,48,3,25.0,6,1,1,1,3,7000.0,S,1.7262000172620002,0
33,buenos_aires,2,21,5,,5,3,3,1,0,7000.0,S,1.7262000172620002,0
33,buenos_aires,2,17,5,,3,3,3,1,0,7000.0,S,1.7262000172620002,0
33,buenos_aires,1,61,2,24.0,4,1,1,1,3,4400.0,S,1.0850400108504001,0
33,buenos_aires,2,61,2,,4,3,2,1,0,4400.0,S,1.0850400108504001,0
33,buenos_aires,2,78,4,,7,3,1,2,0,8800.0,S,2.1700800217008003,0
33,buenos_aires,1,39,2,48.0,5,1,1,1,3,2857.14,S,0.7045707310457072,1
33,buenos_aires,2,38,2,,5,3,2,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,2,16,5,,3,3,3,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,1,13,5,,3,3,3,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,2,10,5,,1,3,3,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,1,8,5,,1,4,3,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,1,6,5,,1,4,3,1,0,2857.14,S,0.7045707310457072,1
33,buenos_aires,2,38,5,42.0,5,1,1,1,3,2733.33,S,0.6740391847403918,1
33,buenos_aires,1,14,5,,3,3,3,1,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,2,14,5,,1,3,3,1,0,2733.33,S,0.6740391847403918,1
33,buenos_aires,2,7,5,,1,4,5,1,0,5700.0,S,1.4056200140562,0
33,buenos_aires,2,41,2,,2,3,1,1,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,42,2,72.0,2,1,2,1,3,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,11,5,,1,3,3,1,0,3666.67,S,0.9042008310420083,1
33,buenos_aires,1,68,2,50.0,6,1,1,1,3,15000.0,S,3.6990000369900002,0
33,buenos_aires,2,66,2,,5,3,2,1,0,15000.0,S,3.6990000369900002,0
33,buenos_aires,2,60,3,50.0,5,1,1,1,2,16000.0,S,3.9456000394560005,0
33,buenos_aires,2,15,5,,3,3,8,1,0,3166.67,S,0.7809008298090083,1
33,buenos_aires,1,44,3,36.0,4,1,1,1,3,10000.0,S,2.46600002466,0
33,buenos_aires,1,28,2,55.0,2,1,1,1,3,2616.67,S,0.6452708284527083,1
33,buenos_aires,2,27,2,,1,3,2,1,0,2616.67,S,0.6452708284527083,1
33,buenos_aires,2,10,5,,1,3,3,1,0,2616.67,S,0.6452708284527083,1
33,buenos_aires,2,67,4,,2,3,1,1,0,5200.0,S,1.2823200128232002,0
33,buenos_aires,2,37,2,,5,3,1,1,0,8533.33,S,2.104319199043192,0
33,buenos_aires,1,36,2,54.0,5,1,2,1,3,8533.33,S,2.104319199043192,0
33,buenos_aires,2,12,5,,3,3,3,1,0,8533.33,S,2.104319199043192,0
33,buenos_aires,1,67,2,,2,3,1,1,0,9750.0,S,2.4043500240435,0
33,buenos_aires,2,68,2,,2,3,2,1,0,9750.0,S,2.4043500240435,0
33,buenos_aires,1,63,2,21.0,6,1,1,1,2,49500.0,S,12.206700122067002,0
33,buenos_aires,2,50,2,45.0,6,1,2,1,3,49500.0,S,12.206700122067002,0
33,buenos_aires,1,34,1,66.0,4,1,1,1,3,4060.0,S,1.0011960100119601,0
33,buenos_aires,2,31,1,0.0,4,1,2,1,2,4060.0,S,1.0011960100119601,0
33,buenos_aires,2,10,5,,1,3,3,1,0,4060.0,S,1.0011960100119601,0
33,buenos_aires,1,7,5,,1,4,3,1,0,4060.0,S,1.0011960100119601,0
33,buenos_aires,1,1,5,,7,4,3,3,0,4060.0,S,1.0011960100119601,0
33,buenos_aires,1,74,2,,1,3,1,1,0,4700.0,S,1.1590200115902,0
33,buenos_aires,2,71,2,,1,3,2,1,0,4700.0,S,1.1590200115902,0
33,buenos_aires,2,78,4,,1,3,1,1,0,9000.0,S,2.2194000221940002,0
33,buenos_aires,1,48,1,36.0,2,1,1,1,3,2500.0,S,0.616500006165,1
36,cordoba,1,88,4,,4,3,1,1,0,39000.0,N,9.617400096174,0
36,cordoba,1,43,2,,1,2,1,2,2,880.0,N,0.21700800217008,1
36,cordoba,2,41,2,,3,2,2,1,2,880.0,N,0.21700800217008,1
36,cordoba,2,15,5,,3,3,3,1,0,880.0,N,0.21700800217008,1
36,cordoba,1,11,5,,1,3,3,1,0,880.0,N,0.21700800217008,1
36,cordoba,1,5,5,,7,4,3,2,0,880.0,N,0.21700800217008,1
36,cordoba,1,71,2,,2,3,1,1,0,13500.0,N,3.329100033291,0
36,cordoba,2,64,2,,2,3,2,1,0,13500.0,N,3.329100033291,0
36,cordoba,2,84,4,,1,3,7,1,0,13500.0,N,3.329100033291,0
36,cordoba,2,55,4,30.0,3,1,1,1,3,25500.0,N,6.288300062883001,0
36,cordoba,2,53,5,44.0,2,1,1,1,3,24875.75,N,6.1343600113436,0
36,cordoba,2,22,1,,4,3,3,1,0,24875.75,N,6.1343600113436,0
36,cordoba,1,23,1,40.0,3,1,4,1,2,24875.75,N,6.1343600113436,0
36,cordoba,2,1,5,,7,4,5,3,0,24875.75,N,6.1343600113436,0
34,buenos_aires,2,80,4,,7,3,1,2,0,2416.5,S,0.5959089059590891,1
34,buenos_aires,2,31,1,5.0,3,1,9,1,3,2416.5,S,0.5959089059590891,1
34,buenos_aires,1,35,1,,2,2,5,1,3,2416.5,S,0.5959089059590891,1
34,buenos_aires,1,15,5,,3,3,9,1,0,2416.5,S,0.5959089059590891,1
34,buenos_aires,1,79,4,,2,3,1,1,0,3950.0,S,0.9740700097407001,1
34,buenos_aires,2,21,5,,4,3,5,1,0,3950.0,S,0.9740700097407001,1
34,buenos_aires,2,23,5,,5,2,1,1,0,5000.0,S,1.23300001233,0
34,buenos_aires,2,69,4,,4,3,1,1,0,5600.0,S,1.3809600138096,0
