provincia_completa,anio,trimestre,empleo_prom_trimestre,salario_prom_trimestre,provincia_tratada
rio_negro,2018,1,2183.8690476190477,25588.96498809524,1
rio_negro,2018,2,2067.133333333333,31493.1718,1
rio_negro,2018,3,2045.2787878787879,28387.91321212121,1
rio_negro,2018,4,2034.0242424242424,36355.08615757576,1
rio_negro,2019,1,2191.6768292682927,33979.76910365854,1
rio_negro,2019,2,2031.9135802469136,43224.79743209877,1
rio_negro,2019,3,1986.290909090909,41314.99595757575,1
rio_negro,2019,4,1964.4363636363637,52185.35538787879,1
rio_negro,2020,1,2117.981818181818,52118.14144848485,1
rio_negro,2020,2,1906.3151515151515,59056.35479393939,1
rio_negro,2020,3,1869.878787878788,53801.5792,1
rio_negro,2020,4,1943.2670807453417,70435.18219254659,1
rio_negro,2021,1,2132.2795031055903,68895.34001863355,1
rio_negro,2021,2,1996.216049382716,86029.45728395061,1
rio_negro,2021,3,1990.111111111111,83290.9720308642,1
rio_negro,2021,4,2032.8148148148148,107103.79997530865,1
salta,2015,1,1421.4280155642023,8917.136505836575,0
salta,2015,2,1355.4478764478765,11022.39735907336,0
salta,2015,3,1346.0532319391634,10211.704640304182,0
salta,2015,4,1391.8045977011495,12547.138313793102,0
salta,2016,1,1382.9346153846154,11902.027576153845,0
salta,2016,2,1303.873076923077,14965.290811153847,0
salta,2016,3,1359.767716535433,13751.15141456693,0
salta,2016,4,1462.497975708502,17233.62054979757,1
salta,2017,1,1428.5647058823529,16115.789277254902,1
salta,2017,2,1313.1384615384616,19767.086414999998,1
salta,2017,3,1349.7906976744187,17993.100943410853,1
salta,2017,4,1408.7829457364342,22227.244530232558,1
salta,2018,1,1414.0426356589148,20803.04195155039,1
salta,2018,2,1343.2890625,24706.722276953125,1
salta,2018,3,1346.4241245136186,22641.23319455253,1
salta,2018,4,1392.4406130268198,30165.945027203063,1
salta,2019,1,1432.523622047244,28399.896243700787,1
salta,2019,2,1356.1778656126482,35965.24691146245,1
salta,2019,3,1362.1712062256809,34363.4147688716,1
salta,2019,4,1403.7882352941176,44089.025686274515,1
salta,2020,1,1394.828125,43884.06838398438,1
salta,2020,2,1281.5217391304348,50928.20331225296,1
salta,2020,3,1260.6196078431371,46362.15613411765,1
